txn_id,period,txn_date,account_code,entity,department,region,segment,customer_id,customer_name,vendor,amount,memo
TXN-2025-06-0001,2025-06,2025-06-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-01,Globex Corp,,63791.6,Subscription revenue
TXN-2025-06-0002,2025-06,2025-06-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-02,Initech Holdings,,73032.27,Subscription revenue
TXN-2025-06-0003,2025-06,2025-06-10,4000,Money Ops US,Sales,EMEA,Enterprise,ENT-03,Umbrella Group,,66939.19,Subscription revenue
TXN-2025-06-0004,2025-06,2025-06-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-04,Stark Industries,,66170.4,Subscription revenue
TXN-2025-06-0005,2025-06,2025-06-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-05,Wayne Enterprises,,70798.38,Subscription revenue
TXN-2025-06-0006,2025-06,2025-06-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-01,Acme Mid,,29770.07,Subscription revenue
TXN-2025-06-0007,2025-06,2025-06-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-02,Northwind Mid,,34006.96,Subscription revenue
TXN-2025-06-0008,2025-06,2025-06-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-03,Contoso Mid,,28699.81,Subscription revenue
TXN-2025-06-0009,2025-06,2025-06-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-04,Fabrikam Mid,,33833.64,Subscription revenue
TXN-2025-06-0010,2025-06,2025-06-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-05,Soylent Mid,,29147.96,Subscription revenue
TXN-2025-06-0011,2025-06,2025-06-14,4020,Money Ops US,Sales,AMER,SMB,SMB-POOL,SMB Pool (US),,56073.92,Subscription revenue - SMB pool
TXN-2025-06-0012,2025-06,2025-06-14,4020,Money Ops EU,Sales,EMEA,SMB,SMB-POOL,SMB Pool (EU),,24288.12,Subscription revenue - SMB pool
TXN-2025-06-0013,2025-06,2025-06-05,5000,Money Ops US,Engineering,AMER,,,,NimbusHost Cloud,38823.13,Production hosting - base usage
TXN-2025-06-0014,2025-06,2025-06-08,6000,Money Ops US,Sales & Marketing,AMER,,,,Ad Platform Co,48824.74,Digital advertising spend
TXN-2025-06-0015,2025-06,2025-06-16,6000,Money Ops US,Sales & Marketing,AMER,,,,Field Events LLC,22172.1,Regional field events
TXN-2025-06-0016,2025-06,2025-06-09,6010,Money Ops US,G&A,AMER,,,,Corporate Services Inc,49095.32,Corporate overhead allocation
TXN-2025-06-0017,2025-06,2025-06-01,6020,Money Ops US,R&D,AMER,,,,Internal Payroll Allocation,98153.08,Engineering payroll allocation
TXN-2025-06-0018,2025-06,2025-06-18,6100,Money Ops US,Sales,AMER,,,,Corporate Travel Partners,15264.32,T&E - travel partners
