txn_id,period,txn_date,account_code,entity,department,region,segment,customer_id,customer_name,vendor,amount,memo
TXN-2026-01-0001,2026-01,2026-01-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-01,Globex Corp,,60933.74,Subscription revenue
TXN-2026-01-0002,2026-01,2026-01-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-02,Initech Holdings,,71527.4,Subscription revenue
TXN-2026-01-0003,2026-01,2026-01-10,4000,Money Ops US,Sales,EMEA,Enterprise,ENT-03,Umbrella Group,,70597.28,Subscription revenue
TXN-2026-01-0004,2026-01,2026-01-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-04,Stark Industries,,74054.33,Subscription revenue
TXN-2026-01-0005,2026-01,2026-01-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-05,Wayne Enterprises,,70217.14,Subscription revenue
TXN-2026-01-0006,2026-01,2026-01-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-01,Acme Mid,,31121.38,Subscription revenue
TXN-2026-01-0007,2026-01,2026-01-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-02,Northwind Mid,,32944.95,Subscription revenue
TXN-2026-01-0008,2026-01,2026-01-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-03,Contoso Mid,,28657.8,Subscription revenue
TXN-2026-01-0009,2026-01,2026-01-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-04,Fabrikam Mid,,35072.43,Subscription revenue
TXN-2026-01-0010,2026-01,2026-01-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-05,Soylent Mid,,29937.16,Subscription revenue
TXN-2026-01-0011,2026-01,2026-01-14,4020,Money Ops US,Sales,AMER,SMB,SMB-POOL,SMB Pool (US),,58999.82,Subscription revenue - SMB pool
TXN-2026-01-0012,2026-01,2026-01-14,4020,Money Ops EU,Sales,EMEA,SMB,SMB-POOL,SMB Pool (EU),,24981.35,Subscription revenue - SMB pool
TXN-2026-01-0013,2026-01,2026-01-05,5000,Money Ops US,Engineering,AMER,,,,NimbusHost Cloud,39111.85,Production hosting - base usage
TXN-2026-01-0014,2026-01,2026-01-08,6000,Money Ops US,Sales & Marketing,AMER,,,,Ad Platform Co,46952.3,Digital advertising spend
TXN-2026-01-0015,2026-01,2026-01-16,6000,Money Ops US,Sales & Marketing,AMER,,,,Field Events LLC,21412.67,Regional field events
TXN-2026-01-0016,2026-01,2026-01-09,6010,Money Ops US,G&A,AMER,,,,Corporate Services Inc,49231.81,Corporate overhead allocation
TXN-2026-01-0017,2026-01,2026-01-01,6020,Money Ops US,R&D,AMER,,,,Internal Payroll Allocation,100665.61,Engineering payroll allocation
TXN-2026-01-0018,2026-01,2026-01-18,6100,Money Ops US,Sales,AMER,,,,Corporate Travel Partners,14541.49,T&E - travel partners
