txn_id,period,txn_date,account_code,entity,department,region,segment,customer_id,customer_name,vendor,amount,memo
TXN-2026-03-0001,2026-03,2026-03-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-01,Globex Corp,,62792.96,Subscription revenue
TXN-2026-03-0002,2026-03,2026-03-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-02,Initech Holdings,,74884.06,Subscription revenue
TXN-2026-03-0003,2026-03,2026-03-10,4000,Money Ops US,Sales,EMEA,Enterprise,ENT-03,Umbrella Group,,75229.52,Subscription revenue
TXN-2026-03-0004,2026-03,2026-03-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-04,Stark Industries,,72488.57,Subscription revenue
TXN-2026-03-0005,2026-03,2026-03-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-05,Wayne Enterprises,,74628.64,Subscription revenue
TXN-2026-03-0006,2026-03,2026-03-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-01,Acme Mid,,31986.94,Subscription revenue
TXN-2026-03-0007,2026-03,2026-03-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-02,Northwind Mid,,34273.64,Subscription revenue
TXN-2026-03-0008,2026-03,2026-03-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-03,Contoso Mid,,29066.5,Subscription revenue
TXN-2026-03-0009,2026-03,2026-03-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-05,Soylent Mid,,29349.12,Subscription revenue
TXN-2026-03-0010,2026-03,2026-03-14,4020,Money Ops US,Sales,AMER,SMB,SMB-POOL,SMB Pool (US),,57474.94,Subscription revenue - SMB pool
TXN-2026-03-0011,2026-03,2026-03-14,4020,Money Ops EU,Sales,EMEA,SMB,SMB-POOL,SMB Pool (EU),,25379.56,Subscription revenue - SMB pool
TXN-2026-03-0012,2026-03,2026-03-05,5000,Money Ops US,Engineering,AMER,,,,NimbusHost Cloud,41047.38,Production hosting - base usage
TXN-2026-03-0013,2026-03,2026-03-08,6000,Money Ops US,Sales & Marketing,AMER,,,,Ad Platform Co,48613.66,Digital advertising spend
TXN-2026-03-0014,2026-03,2026-03-16,6000,Money Ops US,Sales & Marketing,AMER,,,,Field Events LLC,22926.26,Regional field events
TXN-2026-03-0015,2026-03,2026-03-09,6010,Money Ops US,G&A,AMER,,,,Corporate Services Inc,51280.82,Corporate overhead allocation
TXN-2026-03-0016,2026-03,2026-03-01,6020,Money Ops US,R&D,AMER,,,,Internal Payroll Allocation,101151.78,Engineering payroll allocation
TXN-2026-03-0017,2026-03,2026-03-18,6100,Money Ops US,Sales,AMER,,,,Corporate Travel Partners,14723.99,T&E - travel partners
