txn_id,period,txn_date,account_code,entity,department,region,segment,customer_id,customer_name,vendor,amount,memo
TXN-2026-05-0001,2026-05,2026-05-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-01,Globex Corp,,62948.97,Subscription revenue
TXN-2026-05-0002,2026-05,2026-05-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-02,Initech Holdings,,75469.76,Subscription revenue
TXN-2026-05-0003,2026-05,2026-05-10,4000,Money Ops US,Sales,EMEA,Enterprise,ENT-03,Umbrella Group,,75844.45,Subscription revenue
TXN-2026-05-0004,2026-05,2026-05-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-04,Stark Industries,,72405.48,Subscription revenue
TXN-2026-05-0005,2026-05,2026-05-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-05,Wayne Enterprises,,73225.93,Subscription revenue
TXN-2026-05-0006,2026-05,2026-05-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-01,Acme Mid,,30404.28,Subscription revenue
TXN-2026-05-0007,2026-05,2026-05-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-02,Northwind Mid,,33784.82,Subscription revenue
TXN-2026-05-0008,2026-05,2026-05-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-03,Contoso Mid,,30075.02,Subscription revenue
TXN-2026-05-0009,2026-05,2026-05-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-05,Soylent Mid,,28924.22,Subscription revenue
TXN-2026-05-0010,2026-05,2026-05-14,4020,Money Ops US,Sales,AMER,SMB,SMB-POOL,SMB Pool (US),,57592.0,Subscription revenue - SMB pool
TXN-2026-05-0011,2026-05,2026-05-14,4020,Money Ops EU,Sales,EMEA,SMB,SMB-POOL,SMB Pool (EU),,25159.82,Subscription revenue - SMB pool
TXN-2026-05-0012,2026-05,2026-05-05,5000,Money Ops US,Engineering,AMER,,,,NimbusHost Cloud,41631.04,Production hosting - base usage
TXN-2026-05-0013,2026-05,2026-05-08,6000,Money Ops US,Sales & Marketing,AMER,,,,Ad Platform Co,48516.6,Digital advertising spend
TXN-2026-05-0014,2026-05,2026-05-16,6000,Money Ops US,Sales & Marketing,AMER,,,,Field Events LLC,21450.9,Regional field events
TXN-2026-05-0015,2026-05,2026-05-09,6010,Money Ops US,G&A,AMER,,,,Corporate Services Inc,50404.25,Corporate overhead allocation
TXN-2026-05-0016,2026-05,2026-05-01,6020,Money Ops US,R&D,AMER,,,,Internal Payroll Allocation,102374.63,Engineering payroll allocation
TXN-2026-05-0017,2026-05,2026-05-18,6100,Money Ops US,Sales,AMER,,,,Corporate Travel Partners,14431.35,T&E - travel partners
