txn_id,period,txn_date,account_code,entity,department,region,segment,customer_id,customer_name,vendor,amount,memo
TXN-2025-09-0001,2025-09,2025-09-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-01,Globex Corp,,65744.62,Subscription revenue
TXN-2025-09-0002,2025-09,2025-09-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-02,Initech Holdings,,73186.42,Subscription revenue
TXN-2025-09-0003,2025-09,2025-09-10,4000,Money Ops US,Sales,EMEA,Enterprise,ENT-03,Umbrella Group,,72486.94,Subscription revenue
TXN-2025-09-0004,2025-09,2025-09-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-04,Stark Industries,,70839.15,Subscription revenue
TXN-2025-09-0005,2025-09,2025-09-10,4000,Money Ops US,Sales,AMER,Enterprise,ENT-05,Wayne Enterprises,,70764.8,Subscription revenue
TXN-2025-09-0006,2025-09,2025-09-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-01,Acme Mid,,30219.98,Subscription revenue
TXN-2025-09-0007,2025-09,2025-09-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-02,Northwind Mid,,34104.99,Subscription revenue
TXN-2025-09-0008,2025-09,2025-09-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-03,Contoso Mid,,28043.61,Subscription revenue
TXN-2025-09-0009,2025-09,2025-09-12,4010,Money Ops US,Sales,AMER,Mid-Market,MID-04,Fabrikam Mid,,34420.92,Subscription revenue
TXN-2025-09-0010,2025-09,2025-09-12,4010,Money Ops US,Sales,EMEA,Mid-Market,MID-05,Soylent Mid,,28722.8,Subscription revenue
TXN-2025-09-0011,2025-09,2025-09-14,4020,Money Ops US,Sales,AMER,SMB,SMB-POOL,SMB Pool (US),,58100.49,Subscription revenue - SMB pool
TXN-2025-09-0012,2025-09,2025-09-14,4020,Money Ops EU,Sales,EMEA,SMB,SMB-POOL,SMB Pool (EU),,25244.49,Subscription revenue - SMB pool
TXN-2025-09-0013,2025-09,2025-09-05,5000,Money Ops US,Engineering,AMER,,,,NimbusHost Cloud,38430.46,Production hosting - base usage
TXN-2025-09-0014,2025-09,2025-09-08,6000,Money Ops US,Sales & Marketing,AMER,,,,Ad Platform Co,48137.09,Digital advertising spend
TXN-2025-09-0015,2025-09,2025-09-16,6000,Money Ops US,Sales & Marketing,AMER,,,,Field Events LLC,22047.05,Regional field events
TXN-2025-09-0016,2025-09,2025-09-09,6010,Money Ops US,G&A,AMER,,,,Corporate Services Inc,48339.5,Corporate overhead allocation
TXN-2025-09-0017,2025-09,2025-09-01,6020,Money Ops US,R&D,AMER,,,,Internal Payroll Allocation,100632.49,Engineering payroll allocation
TXN-2025-09-0018,2025-09,2025-09-18,6100,Money Ops US,Sales,AMER,,,,Corporate Travel Partners,14255.25,T&E - travel partners
